Province,Year,Quarter,Crop,AFF GDP Q_n-1,AFF GDP Q_n-2,AFF GDP Q_n-3,NINO3.4 SST Q_n-1,NINO3.4 SST Q_n-2,NINO3.4 SST Q_n-3,Area Harvested Q_n,Area Harvested Q_n-1,Area Harvested Q_n-2,Area Harvested Q_n-3,PALAY YIELD Q_n
-1.7042151533477279,-1.8658301701162772,1.332700068407159,-0.7916128339982393,-1.4097945207114606,-1.347399495312317,-1.3523133017298583,1.2631605996181483,1.4144928585174585,0.8084474661103476,-0.22103094435994622,-0.6112291609244058,-0.3617819115548922,-0.6025097923670257,-0.34797963445921815
-1.1969949634129937,-1.8658301701162772,1.332700068407159,-0.7916128339982393,-1.4097945207114606,-1.347399495312317,-1.3523133017298583,1.2631605996181483,1.4144928585174585,0.8084474661103476,-0.5405385138834482,-0.5180217470328982,-0.5480404023164028,-0.6162818584361623,-0.48528658001113517
-0.22482293270475348,-1.8658301701162772,1.332700068407159,-0.7916128339982393,-1.4097945207114606,-1.347399495312317,-1.3523133017298583,1.2631605996181483,1.4144928585174585,0.8084474661103476,-0.4028059275224398,-0.5453411614493745,-0.2079162017953834,-0.5482316496239582,-0.3514197866898217
-0.013481186898614267,-1.8658301701162772,1.332700068407159,-0.7916128339982393,-1.4097945207114606,-1.347399495312317,-1.3523133017298583,1.2631605996181483,1.4144928585174585,0.8084474661103476,0.4203865072398659,-0.47382857665330397,0.11034287154928482,-0.493143385347412,0.3254301646814339
0.451470653874892,-1.8658301701162772,1.332700068407159,-0.7916128339982393,-1.4097945207114606,-1.347399495312317,-1.3523133017298583,1.2631605996181483,1.4144928585174585,0.8084474661103476,-0.50530459644226,-0.39106682121515485,-0.3966041511320442,-0.5968389416326755,-0.4710772555803812
-0.18255458354352563,-1.8658301701162772,1.332700068407159,-0.7916128339982393,-1.4097945207114606,-1.347399495312317,-1.3523133017298583,1.2631605996181483,1.4144928585174585,0.8084474661103476,0.7799326193101727,-0.5678395027335316,-0.374739023955693,-0.2258032792994672,0.15570352365198087
-0.1402862343822978,-1.8658301701162772,1.332700068407159,-0.7916128339982393,-1.4097945207114606,-1.347399495312317,-1.3523133017298583,1.2631605996181483,1.4144928585174585,0.8084474661103476,0.3090793589597487,-0.594355404961288,-0.6128259643204066,-0.3870174644617127,0.0006910120001638268
0.02878716226261357,-1.8658301701162772,1.332700068407159,-0.7916128339982393,-1.4097945207114606,-1.347399495312317,-1.3523133017298583,1.2631605996181483,1.4144928585174585,0.8084474661103476,0.03201264453585982,-0.6160502340567252,-0.2613642904486865,-0.36028345385691823,-0.11318924472052337
0.8741541454871704,-1.8658301701162772,1.332700068407159,-0.7916128339982393,-1.4097945207114606,-1.347399495312317,-1.3523133017298583,1.2631605996181483,1.4144928585174585,0.8084474661103476,5.643013997045078,-0.5332884786185761,0.02936091904428019,1.3741867493208084,3.8371338223856717
-0.9856532176068546,-1.8658301701162772,1.332700068407159,-0.7916128339982393,-1.4097945207114606,-1.347399495312317,-1.3523133017298583,1.2631605996181483,1.4144928585174585,0.8084474661103476,1.1498887524426487,-0.15001316459918668,0.3945895248418511,1.1384413830785298,0.5246411539047013
-0.055749536059842106,-1.8658301701162772,1.332700068407159,-0.7916128339982393,-1.4097945207114606,-1.347399495312317,-1.3523133017298583,1.2631605996181483,1.4144928585174585,0.8084474661103476,4.97196802396063,0.19469356436164786,1.4254897802305602,4.087283764940708,4.375050234487279
0.6628123996810312,-1.8658301701162772,1.332700068407159,-0.7916128339982393,-1.4097945207114606,-1.347399495312317,-1.3523133017298583,1.2631605996181483,1.4144928585174585,0.8084474661103476,-0.08409912884987396,-0.05519872633023917,-0.0524308529857745,0.07070120195370792,-0.1060471895461181
0.9586908438096261,-1.8658301701162772,1.332700068407159,-0.7916128339982393,-1.4097945207114606,-1.347399495312317,-1.3523133017298583,1.2631605996181483,1.4144928585174585,0.8084474661103476,-0.30991650881385274,-0.549358722392974,-0.3990336097071943,-0.37567576299301203,-0.29892007221408873
