Province,Year,Quarter,Crop,AFF GDP Q_n-1,AFF GDP Q_n-2,NINO3.4 SST Q_n-1,NINO3.4 SST Q_n-2,Area Harvested Q_n,Area Harvested Q_n-1,Area Harvested Q_n-2,PALAY YIELD Q_n
-1.7116384637872688,-1.8289369607918116,0.4661671174746584,-0.8165517179491567,-1.325842080758572,-1.3448635088579635,1.386035234565575,0.7919822809963114,-0.6033864603162582,-0.3608917012370966,-0.5971277106988888,-0.5077728325781268
-1.7116384637872688,-1.8289369607918116,1.3535817114250284,-0.8165517179491567,-1.3903654106837848,-1.3248082334225775,1.2577425326974345,1.4210962382527337,-0.20724188393420814,-0.6040256179366973,-0.353849116573386,-0.3376281330686467
-1.2035690580369653,-1.8289369607918116,0.4661671174746584,-0.8165517179491567,-1.325842080758572,-1.3448635088579635,1.386035234565575,0.7919822809963114,-0.509413513771641,-0.5430441469729538,-0.6110527480730759,-0.47292871472872017
-1.2035690580369653,-1.8289369607918116,1.3535817114250284,-0.8165517179491567,-1.3903654106837848,-1.3248082334225775,1.2577425326974345,1.4210962382527337,-0.5304764155833656,-0.5121574279133954,-0.5422466810476811,-0.47685294345278284
-0.22976936368221712,-1.8289369607918116,0.4661671174746584,-0.8165517179491567,-1.325842080758572,-1.3448635088579635,1.386035234565575,0.7919822809963114,-0.5369573084485115,-0.21041794171617106,-0.5422466810476811,-0.466900189442479
-0.22976936368221712,-1.8289369607918116,1.3535817114250284,-0.8165517179491567,-1.3903654106837848,-1.3248082334225775,1.2577425326974345,1.4210962382527337,-0.39113721898272624,-0.5390843111960874,-0.1982163459207075,-0.34111633637892463
-0.018073777952924027,-1.8289369607918116,0.4661671174746584,-0.8165517179491567,-1.325842080758572,-1.3448635088579635,1.386035234565575,0.7919822809963114,-0.46485737532376215,0.10082515034553274,-0.48654653155093297,-0.4202833854208844
-0.018073777952924027,-1.8289369607918116,1.3535817114250284,-0.8165517179491567,-1.3903654106837848,-1.3248082334225775,1.2577425326974345,1.4210962382527337,0.44165751418853644,-0.4685992343678643,0.12369775337667492,0.3451876649182562
0.4476565106515208,-1.8289369607918116,0.4661671174746584,-0.8165517179491567,-1.325842080758572,-1.3448635088579635,1.386035234565575,0.7919822809963114,-0.38141587968500723,-0.39494628891814815,-0.5913938717801059,-0.41351551269387776
0.4476565106515208,-1.8289369607918116,1.3535817114250284,-0.8165517179491567,-1.3903654106837848,-1.3248082334225775,1.2577425326974345,1.4210962382527337,-0.4948315048250625,-0.38702661736441524,-0.3890712699316238,-0.4624451471712001
