Province,Year,Quarter,Crop,AFF GDP Q_n-1,NINO3.4 SST Q_n-1,Area Harvested Q_n,Area Harvested Q_n-1,PALAY YIELD Q_n
-1.7108754363794163,-1.79165630587272,-0.4455638752428834,-0.8625638362250683,-1.3232200391641191,0.7744849885095475,-0.3532643409903595,-0.5838826828909882,-0.38515330517120333
-1.7108754363794163,-1.79165630587272,0.42944839994354617,-0.8625638362250683,-1.3036441509531285,1.3972984560274473,-0.5968734619916799,-0.3442444625968852,-0.507493545934158
-1.7108754363794163,-1.79165630587272,1.3044606751299757,-0.8625638362250683,-1.3682230578147594,1.2683134183758067,-0.2088446015042347,-0.5919513098369177,-0.3376291182040346
-1.7108754363794163,-1.6969673087539456,-1.320576150429313,-0.8625638362250683,-1.2685410396457946,0.6418146640678595,-0.5429144384474135,-0.1973954521809702,-0.4838734004403202
-1.7108754363794163,-1.6969673087539456,-0.4455638752428834,-0.8625638362250683,-1.3072573690154567,0.1443009474115492,-0.4008752441176534,-0.5370846466045978,-0.40341727985193526
-1.7108754363794163,-1.6969673087539456,0.42944839994354617,-0.8625638362250683,-1.26886731478756,-0.46008608615611785,-0.5571977093856016,-0.39265622427246155,-0.49095187352901837
-1.7108754363794163,-1.6969673087539456,1.3044606751299757,-0.8625638362250683,-1.3269349855976442,-1.5509309760099532,-0.2866090766121481,-0.5516081751072707,-0.35383011543378223
-1.7108754363794163,-1.6022783116351713,-1.320576150429313,-0.8625638362250683,-1.2413826660109584,-2.612293571543414,-0.5032386858413352,-0.27646799625107826,-0.46424672505802067
-1.7108754363794163,-1.6022783116351713,-0.4455638752428834,-0.8625638362250683,-1.266579667025523,-2.0115918247657985,-0.40404930432613967,-0.4967415118749508,-0.4013732287995839
-1.7108754363794163,-1.6022783116351713,0.42944839994354617,-0.8625638362250683,-1.247976401290366,-0.20948658443294296,-0.5484690438122645,-0.39588367505083333,-0.4872801521942391
-1.7108754363794163,-1.6022783116351713,1.3044606751299757,-0.8625638362250683,-1.266645418289833,-0.7070003010892494,-0.28422853145578336,-0.5427326854667484,-0.35723686718770115
-1.7108754363794163,-1.5075893145163968,-1.320576150429313,-0.8625638362250683,-1.1993471383835246,-0.8138736180006022,-0.5270441374049822,-0.27404740816729944,-0.4775898360942031
-1.7108754363794163,-1.5075893145163968,-0.4455638752428834,-0.8625638362250683,-1.2132653163891076,-0.3089893277642011,-0.377863307606128,-0.5209473927127389,-0.397644728268906
-1.7108754363794163,-1.5075893145163968,0.42944839994354617,-0.8625638362250683,-1.219167422803366,0.7450026941891689,-0.543707953499535,-0.3692572061292663,-0.48851036810537646
-1.7108754363794163,-1.5075893145163968,1.3044606751299757,-0.8625638362250683,-1.2410619735237096,-0.032592818510694926,-0.28422853145578336,-0.5378915092991907,-0.3723779860940074
-1.7108754363794163,-1.4129003173976225,-1.320576150429313,-0.8625638362250683,-1.1471611042544698,-0.198430724062801,-0.554817164229237,-0.27404740816729944,-0.4902137439823359
-1.7108754363794163,-1.4129003173976225,-0.4455638752428834,-0.8625638362250683,-1.1762138586553748,-0.058389826041022275,-0.352470825938238,-0.5491875870234918,-0.38950637685676637
-1.7108754363794163,-1.4129003173976225,0.42944839994354617,-0.8625638362250683,-1.1834471180244408,1.1209019467739412,-0.573068010428033,-0.3434375999022923,-0.49367727493215346
-1.7108754363794163,-1.4129003173976225,1.3044606751299757,-0.8625638362250683,-1.2241508724021204,0.4649208981456193,-0.279467441143054,-0.5677454289991295,-0.36317975635842636
-1.7108754363794163,-1.3182113202788481,-1.320576150429313,-0.8625638362250683,-1.0775007411925654,0.8039672828299183,-0.543707953499535,-0.2692062319997418,-0.48039094309186975
-1.7108754363794163,-1.3182113202788481,-0.4455638752428834,-0.8625638362250683,-1.1225186469219177,1.4083543163975853,-0.383417912970979,-0.5378915092991907,-0.40065402565153435
-1.7108754363794163,-1.3182113202788481,0.42944839994354617,-0.8625638362250683,-1.1490604473801092,1.7105478331814188,-0.5722744953759115,-0.3749052449914169,-0.49214423664289
-1.7108754363794163,-1.3182113202788481,1.3044606751299757,-0.8625638362250683,-1.190816842281698,-0.07681625999125498,-0.279467441143054,-0.5669385663045365,-0.40065402565153435
-1.7108754363794163,-1.2235223231600738,-1.320576150429313,-0.8625638362250683,-0.9905254649990158,-0.5116801012167725,-0.543707953499535,-0.2692062319997418,-0.4823403621510567
-1.7108754363794163,-1.2235223231600738,-0.4455638752428834,-0.8625638362250683,-1.0795632218890876,0.06690992482057107,-0.3929400935964378,-0.5378915092991907,-0.4113285144804803
-1.7108754363794163,-1.2235223231600738,0.42944839994354617,-0.8625638362250683,-1.12361967045164,1.2683134183758067,-0.5524366190728723,-0.3845875973265322,-0.48622027387079764
-1.7108754363794163,-1.2235223231600738,1.3044606751299757,-0.8625638362250683,-1.182566299200663,0.10744807951108379,-0.29533774218548525,-0.546766998939713,-0.3662458329369534
-1.7108754363794163,-1.1288333260412995,-1.320576150429313,-0.8625638362250683,-0.9209848188617517,-0.17631900332252096,-0.5556106792813585,-0.28534348589160063,-0.48644739065439224
-1.7108754363794163,-1.1288333260412995,-0.4455638752428834,-0.8625638362250683,-1.0009395968528236,-0.17263371653246973,-0.4413445117758532,-0.5499944497180848,-0.4312769386395388
-1.7108754363794163,-1.1288333260412995,0.42944839994354617,-0.8625638362250683,-1.0278200783517073,0.9734904751720678,-0.5564041943334801,-0.43380622169670147,-0.48739371058603637
-1.7108754363794163,-1.1288333260412995,1.3044606751299757,-0.8625638362250683,-1.0796463414118946,0.2032655360522946,-0.2747063508303246,-0.5508013124126777,-0.3578803647412192
-1.7108754363794163,-1.0341443289225252,-1.320576150429313,-0.8625638362250683,-0.8626249891319497,0.6676116715981869,-0.554817164229237,-0.26436505583218417,-0.48601208348583597
-1.7108754363794163,-1.0341443289225252,-0.4455638752428834,-0.8625638362250683,-0.9643880968458266,0.42069745666505537,-0.38262439791885744,-0.5491875870234918,-0.40443930537811096
-1.7108754363794163,-1.0341443289225252,0.42944839994354617,-0.8625638362250683,-1.0003503166538175,0.6676116715981869,-0.5659263749589389,-0.37409838229682396,-0.4929012925882053
-1.7108754363794163,-1.0341443289225252,1.3044606751299757,-0.8625638362250683,-0.9804649012646119,-0.5743299766475692,0.0061979776207093966,-0.560483664747793,-0.2470473743470573
-1.7108754363794163,-0.9394553318037507,-1.320576150429313,-0.8625638362250683,-0.7796301456089514,-1.3703519232976658,-0.5643393448546958,0.021264338053716407,-0.49030837597550037
-1.7108754363794163,-0.9394553318037507,-0.4455638752428834,-0.8625638362250683,-0.8799752590755352,-1.031305538613363,-0.38262439791885744,-0.5588699393586071,-0.40731611797030914
-1.7108754363794163,-0.9394553318037507,0.42944839994354617,-0.8625638362250683,-0.9069010221055003,0.31013885296365523,-0.5651328599068174,-0.37409838229682396,-0.49191711985929537
-1.7108754363794163,-0.9394553318037507,1.3044606751299757,-0.8625638362250683,-0.9278942842688375,-0.4232332182556485,0.05856997106073268,-0.5596768020532,-0.13954543011228285
-1.7108754363794163,-0.8447663346849764,-1.320576150429313,-0.8625638362250683,-0.7926402118131186,-0.8949499273816316,-0.5643393448546958,0.07451727589685042,-0.4891538656588945
-1.7108754363794163,-0.8447663346849764,-0.4455638752428834,-0.8625638362250683,-0.8668008147105926,-0.7033150142992021,-0.3715151871891555,-0.5588699393586071,-0.3734757172147146
-1.7108754363794163,-0.8447663346849764,0.42944839994354617,-0.8625638362250683,-0.9111432192433995,1.2609428447957158,-0.5659263749589389,-0.3628023045725228,-0.4907058303467909
-1.7108754363794163,-0.8447663346849764,1.3044606751299757,-0.8625638362250683,-0.9523611981315805,1.7216036935515568,0.023655308767383827,-0.560483664747793,-0.1720231301663098
-1.7108754363794163,-0.750077337566202,-1.320576150429313,-0.8625638362250683,-0.7199013249326157,1.9611473349045976,-0.5659263749589389,0.039015317334761074,-0.49000555359737424
-1.7108754363794163,-0.750077337566202,-0.4455638752428834,-0.8625638362250683,-0.8707663603024319,1.6221009502202988,-0.40563633443038283,-0.560483664747793,-0.40707007478808166
-1.7108754363794163,-0.750077337566202,0.42944839994354617,-0.8625638362250683,-0.9259440769575997,0.9255817469014603,-0.5659263749589389,-0.3974974004400192,-0.49104650552218276
-1.7108754363794163,-0.750077337566202,1.3044606751299757,-0.8625638362250683,-0.9446422478195438,-1.2892756139166364,0.020481248558897564,-0.560483664747793,-0.1901924728538773
-1.7108754363794163,-0.6553883404474277,-1.320576150429313,-0.8625638362250683,-0.7521436359475107,-1.9268302285947254,-0.5651328599068174,0.03578786655638932,-0.48932420324659043
-1.7108754363794163,-0.6553883404474277,-0.4455638752428834,-0.8625638362250683,-0.7692451676176209,-1.5214486816895787,-0.38659197317946525,-0.5596768020532,-0.36454245705999394
-1.7108754363794163,-0.6553883404474277,0.42944839994354617,-0.8625638362250683,-0.8405276019641585,-0.25371002591349906,-0.5651328599068174,-0.37813269576978864,-0.48799935534228867
-1.7108754363794163,-0.6553883404474277,1.3044606751299757,-0.8625638362250683,-0.8671122027736463,-1.252422746016167,0.03571673755963161,-0.5596768020532,-0.06009240865144073
-1.7108754363794163,-0.5606993433286533,-1.320576150429313,-0.8625638362250683,-0.6479830882660975,-1.9599978097051476,-0.5524366190728723,0.05127963029257376,-0.4818861285838675
-1.7108754363794163,-0.5606993433286533,-0.4455638752428834,-0.8625638362250683,-0.7913332503612172,-1.8273274852634596,-0.3857984581273437,-0.546766998939713,-0.3475086982903994
-1.7108754363794163,-0.5606993433286533,0.42944839994354617,-0.8625638362250683,-0.7953198859812316,-0.09155740715144427,-0.5659263749589389,-0.37732583307519574,-0.4883968097135792
-1.7108754363794163,-0.5606993433286533,1.3044606751299757,-0.8625638362250683,-0.8659714803673594,-0.6922591539290601,0.03603414358048024,-0.560483664747793,-0.051954057239301105
-1.7108754363794163,-0.46601034620987897,-1.320576150429313,-0.8625638362250683,-0.6298425625608972,-1.2929609007066838,-0.5524366190728723,0.05160237537041093,-0.4818861285838675
-1.7108754363794163,-0.46601034620987897,-0.4455638752428834,-0.8625638362250683,-0.807768585258977,-0.8212441915807007,-0.38421142802310054,-0.546766998939713,-0.35483321456132505
-1.7108754363794163,-0.46601034620987897,0.42944839994354617,-0.8625638362250683,-0.7884966415716845,0.417012169875012,-0.5643393448546958,-0.3757121076860098,-0.4873747841874035
-1.7108754363794163,-0.46601034620987897,1.3044606751299757,-0.8625638362250683,-0.8136688307883962,-0.1836895769026117,0.03603414358048024,-0.5588699393586071,-0.038402755818157004
-1.7108754363794163,-0.3713213490911046,-1.320576150429313,-0.8625638362250683,-0.5492296516317772,-0.7733354633100894,-0.5524366190728723,0.05160237537041093,-0.4812237046317166
